date,areaType,areaCode,areaName,newCasesBySpecimenDate
"2020-10-29",region,E12000001,North East,1122
"2020-10-28",region,E12000001,North East,1171
"2020-10-27",region,E12000001,North East,1176
"2020-10-26",region,E12000001,North East,1318
"2020-10-25",region,E12000001,North East,848
"2020-10-24",region,E12000001,North East,861
"2020-10-23",region,E12000001,North East,1039
"2020-10-22",region,E12000001,North East,1227
"2020-10-21",region,E12000001,North East,1506
"2020-10-20",region,E12000001,North East,1433
"2020-10-19",region,E12000001,North East,1410
"2020-10-18",region,E12000001,North East,825
"2020-10-17",region,E12000001,North East,807
"2020-10-16",region,E12000001,North East,1079
"2020-10-15",region,E12000001,North East,1168
"2020-10-14",region,E12000001,North East,1388
"2020-10-13",region,E12000001,North East,1296
"2020-10-12",region,E12000001,North East,1386
"2020-10-11",region,E12000001,North East,931
"2020-10-10",region,E12000001,North East,843
"2020-10-09",region,E12000001,North East,1178
"2020-10-08",region,E12000001,North East,1377
"2020-10-07",region,E12000001,North East,1473
"2020-10-06",region,E12000001,North East,1442
"2020-10-05",region,E12000001,North East,1374
"2020-10-04",region,E12000001,North East,1199
"2020-10-03",region,E12000001,North East,1164
"2020-10-02",region,E12000001,North East,1216
"2020-10-01",region,E12000001,North East,1183
"2020-09-30",region,E12000001,North East,963
"2020-09-29",region,E12000001,North East,1046
"2020-09-28",region,E12000001,North East,969
"2020-09-27",region,E12000001,North East,660
"2020-09-26",region,E12000001,North East,778
"2020-09-25",region,E12000001,North East,607
"2020-09-24",region,E12000001,North East,719
"2020-09-23",region,E12000001,North East,640
"2020-09-22",region,E12000001,North East,549
"2020-09-21",region,E12000001,North East,610
"2020-09-20",region,E12000001,North East,590
"2020-09-19",region,E12000001,North East,434
"2020-09-18",region,E12000001,North East,463
"2020-09-17",region,E12000001,North East,370
"2020-09-16",region,E12000001,North East,328
"2020-09-15",region,E12000001,North East,263
"2020-09-14",region,E12000001,North East,196
"2020-09-13",region,E12000001,North East,141
"2020-09-12",region,E12000001,North East,156
"2020-09-11",region,E12000001,North East,200
"2020-09-10",region,E12000001,North East,236
"2020-09-09",region,E12000001,North East,234
"2020-09-08",region,E12000001,North East,224
"2020-09-07",region,E12000001,North East,203
"2020-09-06",region,E12000001,North East,170
"2020-09-05",region,E12000001,North East,233
"2020-09-04",region,E12000001,North East,176
"2020-09-03",region,E12000001,North East,204
"2020-09-02",region,E12000001,North East,127
"2020-09-01",region,E12000001,North East,118
"2020-08-31",region,E12000001,North East,91
"2020-08-30",region,E12000001,North East,61
"2020-08-29",region,E12000001,North East,78
"2020-08-28",region,E12000001,North East,67
"2020-08-27",region,E12000001,North East,66
"2020-08-26",region,E12000001,North East,68
"2020-08-25",region,E12000001,North East,49
"2020-08-24",region,E12000001,North East,39
"2020-08-23",region,E12000001,North East,23
"2020-08-22",region,E12000001,North East,33
"2020-08-21",region,E12000001,North East,42
"2020-08-20",region,E12000001,North East,43
"2020-08-19",region,E12000001,North East,46
"2020-08-18",region,E12000001,North East,36
"2020-08-17",region,E12000001,North East,32
"2020-08-16",region,E12000001,North East,11
"2020-08-15",region,E12000001,North East,18
"2020-08-14",region,E12000001,North East,31
"2020-08-13",region,E12000001,North East,53
"2020-08-12",region,E12000001,North East,39
"2020-08-11",region,E12000001,North East,45
"2020-08-10",region,E12000001,North East,21
"2020-08-09",region,E12000001,North East,15
"2020-08-08",region,E12000001,North East,12
"2020-08-07",region,E12000001,North East,15
"2020-08-06",region,E12000001,North East,24
"2020-08-05",region,E12000001,North East,30
"2020-08-04",region,E12000001,North East,20
"2020-08-03",region,E12000001,North East,19
"2020-08-02",region,E12000001,North East,16
"2020-08-01",region,E12000001,North East,9
"2020-07-31",region,E12000001,North East,12
"2020-07-30",region,E12000001,North East,15
"2020-07-29",region,E12000001,North East,21
"2020-07-28",region,E12000001,North East,5
"2020-07-27",region,E12000001,North East,9
"2020-07-26",region,E12000001,North East,6
"2020-07-25",region,E12000001,North East,5
"2020-07-24",region,E12000001,North East,7
"2020-07-23",region,E12000001,North East,8
"2020-07-22",region,E12000001,North East,16
"2020-07-21",region,E12000001,North East,14
"2020-07-20",region,E12000001,North East,11
"2020-07-19",region,E12000001,North East,7
"2020-07-18",region,E12000001,North East,4
"2020-07-17",region,E12000001,North East,10
"2020-07-16",region,E12000001,North East,15
"2020-07-15",region,E12000001,North East,16
"2020-07-14",region,E12000001,North East,12
"2020-07-13",region,E12000001,North East,9
"2020-07-12",region,E12000001,North East,3
"2020-07-11",region,E12000001,North East,7
"2020-07-10",region,E12000001,North East,10
"2020-07-09",region,E12000001,North East,17
"2020-07-08",region,E12000001,North East,12
"2020-07-07",region,E12000001,North East,12
"2020-07-06",region,E12000001,North East,11
"2020-07-05",region,E12000001,North East,4
"2020-07-04",region,E12000001,North East,9
"2020-07-03",region,E12000001,North East,8
"2020-07-02",region,E12000001,North East,9
"2020-07-01",region,E12000001,North East,7
"2020-06-30",region,E12000001,North East,11
"2020-06-29",region,E12000001,North East,11
"2020-06-28",region,E12000001,North East,9
"2020-06-27",region,E12000001,North East,13
"2020-06-26",region,E12000001,North East,8
"2020-06-25",region,E12000001,North East,12
"2020-06-24",region,E12000001,North East,11
"2020-06-23",region,E12000001,North East,26
"2020-06-22",region,E12000001,North East,24
"2020-06-21",region,E12000001,North East,4
"2020-06-20",region,E12000001,North East,17
"2020-06-19",region,E12000001,North East,14
"2020-06-18",region,E12000001,North East,23
"2020-06-17",region,E12000001,North East,19
"2020-06-16",region,E12000001,North East,18
"2020-06-15",region,E12000001,North East,32
"2020-06-14",region,E12000001,North East,31
"2020-06-13",region,E12000001,North East,31
"2020-06-12",region,E12000001,North East,40
"2020-06-11",region,E12000001,North East,23
"2020-06-10",region,E12000001,North East,38
"2020-06-09",region,E12000001,North East,40
"2020-06-08",region,E12000001,North East,34
"2020-06-07",region,E12000001,North East,17
"2020-06-06",region,E12000001,North East,28
"2020-06-05",region,E12000001,North East,42
"2020-06-04",region,E12000001,North East,59
"2020-06-03",region,E12000001,North East,51
"2020-06-02",region,E12000001,North East,59
"2020-06-01",region,E12000001,North East,70
"2020-05-31",region,E12000001,North East,46
"2020-05-30",region,E12000001,North East,46
"2020-05-29",region,E12000001,North East,70
"2020-05-28",region,E12000001,North East,49
"2020-05-27",region,E12000001,North East,116
"2020-05-26",region,E12000001,North East,100
"2020-05-25",region,E12000001,North East,59
"2020-05-24",region,E12000001,North East,76
"2020-05-23",region,E12000001,North East,76
"2020-05-22",region,E12000001,North East,95
"2020-05-21",region,E12000001,North East,130
"2020-05-20",region,E12000001,North East,131
"2020-05-19",region,E12000001,North East,124
"2020-05-18",region,E12000001,North East,147
"2020-05-17",region,E12000001,North East,98
"2020-05-16",region,E12000001,North East,126
"2020-05-15",region,E12000001,North East,137
"2020-05-14",region,E12000001,North East,139
"2020-05-13",region,E12000001,North East,142
"2020-05-12",region,E12000001,North East,220
"2020-05-11",region,E12000001,North East,229
"2020-05-10",region,E12000001,North East,150
"2020-05-09",region,E12000001,North East,151
"2020-05-08",region,E12000001,North East,158
"2020-05-07",region,E12000001,North East,199
"2020-05-06",region,E12000001,North East,243
"2020-05-05",region,E12000001,North East,252
"2020-05-04",region,E12000001,North East,234
"2020-05-03",region,E12000001,North East,162
"2020-05-02",region,E12000001,North East,183
"2020-05-01",region,E12000001,North East,273
"2020-04-30",region,E12000001,North East,384
"2020-04-29",region,E12000001,North East,357
"2020-04-28",region,E12000001,North East,361
"2020-04-27",region,E12000001,North East,281
"2020-04-26",region,E12000001,North East,159
"2020-04-25",region,E12000001,North East,215
"2020-04-24",region,E12000001,North East,332
"2020-04-23",region,E12000001,North East,333
"2020-04-22",region,E12000001,North East,362
"2020-04-21",region,E12000001,North East,288
"2020-04-20",region,E12000001,North East,315
"2020-04-19",region,E12000001,North East,276
"2020-04-18",region,E12000001,North East,379
"2020-04-17",region,E12000001,North East,291
"2020-04-16",region,E12000001,North East,295
"2020-04-15",region,E12000001,North East,284
"2020-04-14",region,E12000001,North East,256
"2020-04-13",region,E12000001,North East,232
"2020-04-12",region,E12000001,North East,201
"2020-04-11",region,E12000001,North East,267
"2020-04-10",region,E12000001,North East,245
"2020-04-09",region,E12000001,North East,314
"2020-04-08",region,E12000001,North East,289
"2020-04-07",region,E12000001,North East,349
"2020-04-06",region,E12000001,North East,375
"2020-04-05",region,E12000001,North East,222
"2020-04-04",region,E12000001,North East,254
"2020-04-03",region,E12000001,North East,260
"2020-04-02",region,E12000001,North East,219
"2020-04-01",region,E12000001,North East,307
"2020-03-31",region,E12000001,North East,211
"2020-03-30",region,E12000001,North East,176
"2020-03-29",region,E12000001,North East,107
"2020-03-28",region,E12000001,North East,113
"2020-03-27",region,E12000001,North East,102
"2020-03-26",region,E12000001,North East,97
"2020-03-25",region,E12000001,North East,76
"2020-03-24",region,E12000001,North East,76
"2020-03-23",region,E12000001,North East,58
"2020-03-22",region,E12000001,North East,20
"2020-03-21",region,E12000001,North East,23
"2020-03-20",region,E12000001,North East,26
"2020-03-19",region,E12000001,North East,19
"2020-03-18",region,E12000001,North East,14
"2020-03-17",region,E12000001,North East,16
"2020-03-16",region,E12000001,North East,7
"2020-03-15",region,E12000001,North East,10
"2020-03-14",region,E12000001,North East,6
"2020-03-13",region,E12000001,North East,6
"2020-03-12",region,E12000001,North East,2
"2020-03-11",region,E12000001,North East,1
"2020-03-10",region,E12000001,North East,4
"2020-03-09",region,E12000001,North East,3
"2020-03-08",region,E12000001,North East,0
"2020-03-07",region,E12000001,North East,2
"2020-03-06",region,E12000001,North East,1
"2020-03-05",region,E12000001,North East,2
"2020-03-04",region,E12000001,North East,1
"2020-03-03",region,E12000001,North East,0
"2020-03-02",region,E12000001,North East,1
"2020-12-28",region,E12000002,North West,820
"2020-12-27",region,E12000002,North West,2899
"2020-12-26",region,E12000002,North West,2431
"2020-12-25",region,E12000002,North West,845
"2020-12-24",region,E12000002,North West,2145
"2020-12-23",region,E12000002,North West,2785
"2020-12-22",region,E12000002,North West,2761
"2020-12-21",region,E12000002,North West,3046
"2020-12-20",region,E12000002,North West,1947
"2020-12-19",region,E12000002,North West,1657
"2020-12-18",region,E12000002,North West,2096
"2020-12-17",region,E12000002,North West,1948
"2020-12-16",region,E12000002,North West,2031
"2020-12-15",region,E12000002,North West,2121
"2020-12-14",region,E12000002,North West,2237
"2020-12-13",region,E12000002,North West,1321
"2020-12-12",region,E12000002,North West,1254
"2020-12-11",region,E12000002,North West,1642
"2020-12-10",region,E12000002,North West,1646
"2020-12-09",region,E12000002,North West,1596
"2020-12-08",region,E12000002,North West,1572
"2020-12-07",region,E12000002,North West,1839
"2020-12-06",region,E12000002,North West,1135
"2020-12-05",region,E12000002,North West,998
"2020-12-04",region,E12000002,North West,1453
"2020-12-03",region,E12000002,North West,1353
"2020-12-02",region,E12000002,North West,1449
"2020-12-01",region,E12000002,North West,1708
"2020-11-30",region,E12000002,North West,1881
"2020-11-29",region,E12000002,North West,1055
"2020-11-28",region,E12000002,North West,1140
"2020-11-27",region,E12000002,North West,1430
"2020-11-26",region,E12000002,North West,1597
"2020-11-25",region,E12000002,North West,1835
"2020-11-24",region,E12000002,North West,1859
"2020-11-23",region,E12000002,North West,2179
"2020-11-22",region,E12000002,North West,1384
"2020-11-21",region,E12000002,North West,1378
"2020-11-20",region,E12000002,North West,1984
"2020-11-19",region,E12000002,North West,2178
"2020-11-18",region,E12000002,North West,2577
"2020-11-17",region,E12000002,North West,3048
"2020-11-16",region,E12000002,North West,3370
"2020-11-15",region,E12000002,North West,2119
"2020-11-14",region,E12000002,North West,2374
"2020-11-13",region,E12000002,North West,3226
"2020-11-12",region,E12000002,North West,3418
"2020-11-11",region,E12000002,North West,3914
"2020-11-10",region,E12000002,North West,3901
"2020-11-09",region,E12000002,North West,4713
"2020-11-08",region,E12000002,North West,3176
"2020-11-07",region,E12000002,North West,2809
"2020-11-06",region,E12000002,North West,3854
"2020-11-05",region,E12000002,North West,3912
"2020-12-28",region,E12000007,London,346
"2020-11-04",region,E12000002,North West,4088
"2020-12-27",region,E12000007,London,6310
"2020-12-26",region,E12000007,London,9753
"2020-12-25",region,E12000007,London,4164
"2020-12-24",region,E12000007,London,7820
"2020-12-23",region,E12000007,London,11739
"2020-12-22",region,E12000007,London,13041
"2020-12-21",region,E12000007,London,13091
"2020-11-03",region,E12000002,North West,4442
"2020-11-02",region,E12000002,North West,5938
"2020-11-01",region,E12000002,North West,3065
"2020-10-31",region,E12000002,North West,3144
"2020-12-19",region,E12000007,London,7087
"2020-12-18",region,E12000007,London,10748
"2020-10-30",region,E12000002,North West,4373
"2020-10-29",region,E12000002,North West,4545
"2020-10-28",region,E12000002,North West,4647
"2020-10-27",region,E12000002,North West,4942
"2020-10-26",region,E12000002,North West,5540
"2020-10-25",region,E12000002,North West,3283
"2020-10-24",region,E12000002,North West,3392
"2020-10-23",region,E12000002,North West,4481
"2020-12-17",region,E12000007,London,10111
"2020-12-16",region,E12000007,London,9896
"2020-12-15",region,E12000007,London,8806
"2020-12-14",region,E12000007,London,8303
"2020-12-13",region,E12000007,London,5498
"2020-12-12",region,E12000007,London,4658
"2020-12-11",region,E12000007,London,5462
"2020-12-10",region,E12000007,London,4993
"2020-10-22",region,E12000002,North West,4778
"2020-10-21",region,E12000002,North West,5543
"2020-10-20",region,E12000002,North West,5594
"2020-10-19",region,E12000002,North West,6156
"2020-10-18",region,E12000002,North West,3211
"2020-10-17",region,E12000002,North West,3587
"2020-10-16",region,E12000002,North West,3891
"2020-12-09",region,E12000007,London,4409
"2020-10-15",region,E12000002,North West,4169
"2020-10-14",region,E12000002,North West,4475
"2020-10-13",region,E12000002,North West,4282
"2020-10-12",region,E12000002,North West,4761
"2020-12-08",region,E12000007,London,3697
"2020-12-07",region,E12000007,London,3703
"2020-12-06",region,E12000007,London,2418
"2020-12-05",region,E12000007,London,2272
"2020-12-04",region,E12000007,London,2911
"2020-12-03",region,E12000007,London,2436
"2020-12-02",region,E12000007,London,2782
"2020-10-11",region,E12000002,North West,2931
"2020-10-10",region,E12000002,North West,2940
"2020-10-09",region,E12000002,North West,3738
"2020-10-08",region,E12000002,North West,4278
"2020-10-07",region,E12000002,North West,4365
"2020-10-06",region,E12000002,North West,4538
"2020-10-05",region,E12000002,North West,4337
"2020-10-04",region,E12000002,North West,2901
"2020-10-03",region,E12000002,North West,2948
"2020-10-02",region,E12000002,North West,3423
"2020-10-01",region,E12000002,North West,3593
"2020-09-30",region,E12000002,North West,3628
"2020-09-29",region,E12000002,North West,3172
"2020-09-28",region,E12000002,North West,2993
"2020-09-27",region,E12000002,North West,2245
"2020-09-26",region,E12000002,North West,2018
"2020-09-25",region,E12000002,North West,2218
"2020-09-24",region,E12000002,North West,2212
"2020-09-23",region,E12000002,North West,2159
"2020-09-22",region,E12000002,North West,1972
"2020-09-21",region,E12000002,North West,1477
"2020-09-20",region,E12000002,North West,1562
"2020-09-19",region,E12000002,North West,1510
"2020-09-18",region,E12000002,North West,1398
"2020-12-01",region,E12000007,London,2446
"2020-09-17",region,E12000002,North West,1405
"2020-09-16",region,E12000002,North West,1447
"2020-09-15",region,E12000002,North West,1067
"2020-09-14",region,E12000002,North West,1049
"2020-09-13",region,E12000002,North West,613
"2020-09-12",region,E12000002,North West,759
"2020-11-30",region,E12000007,London,2690
"2020-11-29",region,E12000007,London,1650
"2020-11-28",region,E12000007,London,1636
"2020-11-27",region,E12000007,London,2195
"2020-11-26",region,E12000007,London,2064
"2020-11-25",region,E12000007,London,2234
"2020-11-24",region,E12000007,London,2145
"2020-11-23",region,E12000007,London,2387
"2020-11-22",region,E12000007,London,1479
"2020-11-21",region,E12000007,London,1473
"2020-11-20",region,E12000007,London,2107
"2020-11-19",region,E12000007,London,2177
"2020-11-18",region,E12000007,London,2453
"2020-11-17",region,E12000007,London,2558
"2020-09-11",region,E12000002,North West,875
"2020-09-10",region,E12000002,North West,912
"2020-09-09",region,E12000002,North West,838
"2020-09-08",region,E12000002,North West,858
"2020-09-07",region,E12000002,North West,959
"2020-09-06",region,E12000002,North West,573
"2020-09-05",region,E12000002,North West,541
"2020-11-16",region,E12000007,London,3070
"2020-11-15",region,E12000007,London,1801
"2020-11-14",region,E12000007,London,1921
"2020-11-13",region,E12000007,London,2687
"2020-09-04",region,E12000002,North West,633
"2020-11-12",region,E12000007,London,2838
"2020-09-03",region,E12000002,North West,630
"2020-11-11",region,E12000007,London,2910
"2020-11-10",region,E12000007,London,2721
"2020-09-02",region,E12000002,North West,666
"2020-09-01",region,E12000002,North West,450
"2020-08-31",region,E12000002,North West,264
"2020-08-30",region,E12000002,North West,255
"2020-11-09",region,E12000007,London,3079
"2020-11-08",region,E12000007,London,1755
"2020-11-07",region,E12000007,London,1647
"2020-11-06",region,E12000007,London,2110
"2020-11-05",region,E12000007,London,2088
"2020-11-04",region,E12000007,London,2046
"2020-11-03",region,E12000007,London,2125
"2020-11-02",region,E12000007,London,2903
"2020-11-01",region,E12000007,London,1204
"2020-08-29",region,E12000002,North West,245
"2020-08-28",region,E12000002,North West,358
"2020-08-27",region,E12000002,North West,286
"2020-08-26",region,E12000002,North West,284
"2020-10-31",region,E12000007,London,1386
"2020-10-30",region,E12000007,London,1869
"2020-10-29",region,E12000007,London,2009
"2020-08-25",region,E12000002,North West,212
"2020-08-24",region,E12000002,North West,251
"2020-08-23",region,E12000002,North West,118
"2020-08-22",region,E12000002,North West,173
"2020-08-21",region,E12000002,North West,210
"2020-08-20",region,E12000002,North West,224
"2020-08-19",region,E12000002,North West,253
"2020-10-28",region,E12000007,London,1962
"2020-08-18",region,E12000002,North West,191
"2020-08-17",region,E12000002,North West,282
"2020-10-27",region,E12000007,London,2086
"2020-10-26",region,E12000007,London,2523
"2020-10-25",region,E12000007,London,1290
"2020-08-16",region,E12000002,North West,115
"2020-08-15",region,E12000002,North West,156
"2020-08-14",region,E12000002,North West,235
"2020-08-13",region,E12000002,North West,235
"2020-08-12",region,E12000002,North West,275
"2020-08-11",region,E12000002,North West,308
"2020-08-10",region,E12000002,North West,358
"2020-10-24",region,E12000007,London,1433
"2020-08-09",region,E12000002,North West,160
"2020-10-23",region,E12000007,London,2005
"2020-10-22",region,E12000007,London,2174
"2020-10-21",region,E12000007,London,2357
"2020-10-20",region,E12000007,London,2314
"2020-10-19",region,E12000007,London,2331
"2020-10-18",region,E12000007,London,1294
"2020-10-17",region,E12000007,London,1104
"2020-10-16",region,E12000007,London,1653
"2020-08-08",region,E12000002,North West,214
"2020-08-07",region,E12000002,North West,240
"2020-08-06",region,E12000002,North West,279
"2020-08-05",region,E12000002,North West,261
"2020-08-04",region,E12000002,North West,278
"2020-08-03",region,E12000002,North West,300
"2020-08-02",region,E12000002,North West,168
"2020-10-15",region,E12000007,London,1715
"2020-10-14",region,E12000007,London,1620
"2020-10-13",region,E12000007,London,1423
"2020-10-12",region,E12000007,London,1573
"2020-10-11",region,E12000007,London,742
"2020-10-10",region,E12000007,London,871
"2020-08-01",region,E12000002,North West,158
"2020-07-31",region,E12000002,North West,178
"2020-07-30",region,E12000002,North West,221
"2020-10-09",region,E12000007,London,1345
"2020-10-08",region,E12000007,London,1476
"2020-10-07",region,E12000007,London,1401
"2020-10-06",region,E12000007,London,1167
"2020-10-05",region,E12000007,London,1287
"2020-10-04",region,E12000007,London,819
"2020-10-03",region,E12000007,London,789
"2020-10-02",region,E12000007,London,1036
"2020-07-29",region,E12000002,North West,288
"2020-07-28",region,E12000002,North West,198
"2020-07-27",region,E12000002,North West,190
"2020-10-01",region,E12000007,London,1067
"2020-09-30",region,E12000007,London,987
"2020-09-29",region,E12000007,London,699
"2020-07-26",region,E12000002,North West,158
"2020-07-25",region,E12000002,North West,137
"2020-07-24",region,E12000002,North West,158
"2020-07-23",region,E12000002,North West,183
"2020-07-22",region,E12000002,North West,208
"2020-07-21",region,E12000002,North West,157
"2020-09-28",region,E12000007,London,740
"2020-07-20",region,E12000002,North West,164
"2020-07-19",region,E12000002,North West,93
"2020-07-18",region,E12000002,North West,106
"2020-07-17",region,E12000002,North West,110
"2020-09-27",region,E12000007,London,529
"2020-09-26",region,E12000007,London,548
"2020-09-25",region,E12000007,London,604
"2020-09-24",region,E12000007,London,599
"2020-07-16",region,E12000002,North West,149
"2020-07-15",region,E12000002,North West,146
"2020-07-14",region,E12000002,North West,109
"2020-09-23",region,E12000007,London,658
"2020-07-13",region,E12000002,North West,105
"2020-07-12",region,E12000002,North West,54
"2020-07-11",region,E12000002,North West,79
"2020-07-10",region,E12000002,North West,88
"2020-07-09",region,E12000002,North West,130
"2020-07-08",region,E12000002,North West,115
"2020-07-07",region,E12000002,North West,94
"2020-07-06",region,E12000002,North West,142
"2020-07-05",region,E12000002,North West,115
"2020-07-04",region,E12000002,North West,72
"2020-07-03",region,E12000002,North West,98
"2020-09-22",region,E12000007,London,519
"2020-09-21",region,E12000007,London,428
"2020-09-20",region,E12000007,London,410
"2020-07-02",region,E12000002,North West,98
"2020-07-01",region,E12000002,North West,114
"2020-06-30",region,E12000002,North West,102
"2020-06-29",region,E12000002,North West,123
"2020-06-28",region,E12000002,North West,93
"2020-09-19",region,E12000007,London,339
"2020-09-18",region,E12000007,London,387
"2020-06-27",region,E12000002,North West,93
"2020-06-26",region,E12000002,North West,105
"2020-06-25",region,E12000002,North West,126
"2020-06-24",region,E12000002,North West,159
"2020-09-17",region,E12000007,London,323
"2020-06-23",region,E12000002,North West,127
"2020-06-22",region,E12000002,North West,157
"2020-06-21",region,E12000002,North West,98
"2020-06-20",region,E12000002,North West,118
"2020-06-19",region,E12000002,North West,162
"2020-06-18",region,E12000002,North West,179
"2020-06-17",region,E12000002,North West,185
"2020-09-16",region,E12000007,London,293
"2020-09-15",region,E12000007,London,269
"2020-06-16",region,E12000002,North West,211
"2020-06-15",region,E12000002,North West,165
"2020-09-14",region,E12000007,London,300
"2020-09-13",region,E12000007,London,112
"2020-09-12",region,E12000007,London,230
"2020-09-11",region,E12000007,London,332
"2020-09-10",region,E12000007,London,391
"2020-09-09",region,E12000007,London,343
"2020-09-08",region,E12000007,London,343
"2020-09-07",region,E12000007,London,462
"2020-09-06",region,E12000007,London,205
"2020-09-05",region,E12000007,London,270
"2020-06-14",region,E12000002,North West,148
"2020-09-04",region,E12000007,London,355
"2020-09-03",region,E12000007,London,347
"2020-09-02",region,E12000007,London,333
"2020-06-13",region,E12000002,North West,127
"2020-09-01",region,E12000007,London,314
"2020-06-12",region,E12000002,North West,170
"2020-06-11",region,E12000002,North West,177
"2020-06-10",region,E12000002,North West,225
"2020-06-09",region,E12000002,North West,218
"2020-08-31",region,E12000007,London,216
"2020-06-08",region,E12000002,North West,165
"2020-08-30",region,E12000007,London,133
"2020-06-07",region,E12000002,North West,128
"2020-08-29",region,E12000007,London,139
"2020-08-28",region,E12000007,London,220
"2020-08-27",region,E12000007,London,229
"2020-08-26",region,E12000007,London,164
"2020-08-25",region,E12000007,London,170
"2020-08-24",region,E12000007,London,195
"2020-08-23",region,E12000007,London,143
"2020-08-22",region,E12000007,London,118
"2020-06-06",region,E12000002,North West,132
"2020-08-21",region,E12000007,London,166
"2020-06-05",region,E12000002,North West,204
"2020-06-04",region,E12000002,North West,241
"2020-08-20",region,E12000007,London,204
"2020-06-03",region,E12000002,North West,256
"2020-08-19",region,E12000007,London,152
"2020-08-18",region,E12000007,London,181
"2020-08-17",region,E12000007,London,189
"2020-08-16",region,E12000007,London,88
"2020-06-02",region,E12000002,North West,287
"2020-06-01",region,E12000002,North West,260
"2020-05-31",region,E12000002,North West,233
"2020-05-30",region,E12000002,North West,216
"2020-08-15",region,E12000007,London,106
"2020-08-14",region,E12000007,London,126
"2020-08-13",region,E12000007,London,124
"2020-08-12",region,E12000007,London,161
"2020-08-11",region,E12000007,London,149
"2020-05-29",region,E12000002,North West,302
"2020-05-28",region,E12000002,North West,324
"2020-05-27",region,E12000002,North West,295
"2020-05-26",region,E12000002,North West,309
"2020-05-25",region,E12000002,North West,268
"2020-05-24",region,E12000002,North West,263
"2020-05-23",region,E12000002,North West,289
"2020-05-22",region,E12000002,North West,376
"2020-05-21",region,E12000002,North West,427
"2020-05-20",region,E12000002,North West,497
"2020-05-19",region,E12000002,North West,583
"2020-05-18",region,E12000002,North West,409
"2020-05-17",region,E12000002,North West,300
"2020-08-10",region,E12000007,London,143
"2020-08-09",region,E12000007,London,67
"2020-08-08",region,E12000007,London,55
"2020-08-07",region,E12000007,London,122
"2020-08-06",region,E12000007,London,105
"2020-08-05",region,E12000007,London,114
"2020-08-04",region,E12000007,London,104
"2020-05-16",region,E12000002,North West,407
"2020-05-15",region,E12000002,North West,392
"2020-05-14",region,E12000002,North West,427
"2020-05-13",region,E12000002,North West,526
"2020-05-12",region,E12000002,North West,549
"2020-05-11",region,E12000002,North West,531
"2020-05-10",region,E12000002,North West,346
"2020-05-09",region,E12000002,North West,344
"2020-05-08",region,E12000002,North West,482
"2020-05-07",region,E12000002,North West,508
"2020-08-03",region,E12000007,London,87
"2020-08-02",region,E12000007,London,76
"2020-08-01",region,E12000007,London,58
"2020-07-31",region,E12000007,London,73
"2020-07-30",region,E12000007,London,102
"2020-07-29",region,E12000007,London,99
"2020-07-28",region,E12000007,London,100
"2020-07-27",region,E12000007,London,100
"2020-07-26",region,E12000007,London,65
"2020-07-25",region,E12000007,London,56
"2020-07-24",region,E12000007,London,83
"2020-07-23",region,E12000007,London,70
"2020-07-22",region,E12000007,London,79
"2020-07-21",region,E12000007,London,82
"2020-05-06",region,E12000002,North West,585
"2020-07-20",region,E12000007,London,97
"2020-07-19",region,E12000007,London,41
"2020-07-18",region,E12000007,London,48
"2020-07-17",region,E12000007,London,48
"2020-05-05",region,E12000002,North West,576
"2020-07-16",region,E12000007,London,70
"2020-07-15",region,E12000007,London,76
"2020-07-14",region,E12000007,London,62
"2020-07-13",region,E12000007,London,85
"2020-07-12",region,E12000007,London,38
"2020-07-11",region,E12000007,London,19
"2020-07-10",region,E12000007,London,40
"2020-07-09",region,E12000007,London,54
"2020-07-08",region,E12000007,London,57
"2020-07-07",region,E12000007,London,60
"2020-05-04",region,E12000002,North West,427
"2020-07-06",region,E12000007,London,54
"2020-07-05",region,E12000007,London,51
"2020-05-03",region,E12000002,North West,492
"2020-07-04",region,E12000007,London,32
"2020-07-03",region,E12000007,London,38
"2020-07-02",region,E12000007,London,40
"2020-05-02",region,E12000002,North West,412
"2020-05-01",region,E12000002,North West,727
"2020-04-30",region,E12000002,North West,773
"2020-04-29",region,E12000002,North West,795
"2020-04-28",region,E12000002,North West,710
"2020-04-27",region,E12000002,North West,622
"2020-04-26",region,E12000002,North West,428
"2020-04-25",region,E12000002,North West,549
"2020-04-24",region,E12000002,North West,750
"2020-04-23",region,E12000002,North West,858
"2020-04-22",region,E12000002,North West,913
"2020-07-01",region,E12000007,London,42
"2020-04-21",region,E12000002,North West,693
"2020-06-30",region,E12000007,London,52
"2020-06-29",region,E12000007,London,58
"2020-06-28",region,E12000007,London,22
"2020-06-27",region,E12000007,London,32
"2020-06-26",region,E12000007,London,48
"2020-04-20",region,E12000002,North West,673
"2020-04-19",region,E12000002,North West,607
"2020-06-25",region,E12000007,London,57
"2020-06-24",region,E12000007,London,46
"2020-04-18",region,E12000002,North West,863
"2020-06-23",region,E12000007,London,48
"2020-06-22",region,E12000007,London,51
"2020-06-21",region,E12000007,London,27
"2020-06-20",region,E12000007,London,29
"2020-06-19",region,E12000007,London,37
"2020-06-18",region,E12000007,London,46
"2020-06-17",region,E12000007,London,42
"2020-04-17",region,E12000002,North West,579
"2020-04-16",region,E12000002,North West,778
"2020-04-15",region,E12000002,North West,696
"2020-04-14",region,E12000002,North West,633
"2020-06-16",region,E12000007,London,46
"2020-04-13",region,E12000002,North West,609
